barcode,product_name,brands,primary_brand,query_category,off_categories,primary_country,nova_group,nutriscore_grade,energy_kcal,fat_100g,saturated_fat_100g,carbs_100g,sugars_100g,protein_100g,salt_100g,image_url,health_wash_score_v1,upf_markers_found,functional_claims_found,negative_claims_found,has_artificial_sweetener,ht_sugar_loophole,ht_protein_masks_fat,ht_fibre_distraction,ht_vegan_calorie_trap,tier,sampling_reason
640904301614,,emmi,emmi,beverages,"Aliments et boissons à base de végétaux, Boissons, Produits laitiers, Aliments d'origine végétale, Boissons lactées, Cafés, Boissons au café, Boissons lactées au café",France,3.0,C,75.774,6.3928,2.625,13.74015,6.80965,4.9568,0.117789,https://images.openfoodfacts.org/images/products/064/090/430/1614/front_fr.3.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
7610900045976,Jogurtpur framboise Emmi,"emmi,jogurtpur",emmi,dairy-desserts,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Yogurts, Fruit yogurts, Raspberry yogurts",Switzerland,3.0,C,94.0,2.5,1.5,13.0,13.0,4.5,0.0002,https://images.openfoodfacts.org/images/products/761/090/004/5976/front_en.28.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
7610900128266,Yogourt nature ferme,emmi,emmi,dairy-desserts,Yaourts natures,"France,Switzerland",,B,66.0,3.5,2.1,3.6,3.6,4.3,0.09,https://images.openfoodfacts.org/images/products/761/090/012/8266/front_fr.14.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
7610900157020,"Micao Choco Drink, Schokolade",emmi,emmi,beverages,"Boissons,Produits laitiers,Boissons lactées","France,Switzerland",4.0,C,57.0,0.4,0.3,9.7,9.6,3.3,0.11,https://images.openfoodfacts.org/images/products/761/090/015/7020/front_fr.4.400.jpg,0.0,,fortification_claim,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
7610900292752,CAFFÈ WENDY,emmi,emmi,beverages,"Beverages, Coffee drinks, Iced coffees",Switzerland,1.0,C,68.0,4.3,2.5,4.3,3.9,2.9,0.0775,https://images.openfoodfacts.org/images/products/761/090/029/2752/front_en.15.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
7610900227990,Republic of blends Macchiato,emmi,emmi,beverages,"Aliments et boissons à base de végétaux,Boissons,Produits laitiers,Aliments d'origine végétale,Boissons lactées,Laits aromatisés,Cafés,Boissons au café,Boissons avec sucre ajouté,en:groceries,Café froid,Macchiato",France,3.0,E,79.28,4.0,2.4,7.9,7.4,2.7,0.07,https://images.openfoodfacts.org/images/products/761/090/022/7990/front_en.46.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
7610900063734,Yogourt Fruits de bois,emmi,emmi,dairy-desserts,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Yaourts, Yaourts aux fruits, Yaourts aux fruits avec morceaux, Yaourts mixés, Yaourt aromatisé sucré",Switzerland,4.0,C,36.8068833652007,2.9,1.7,15.0,14.0,4.0,0.07,https://images.openfoodfacts.org/images/products/761/090/006/3734/front_fr.19.400.jpg,3.0,starch,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
7610900260409,Energy drink,emmi,emmi,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux",Switzerland,4.0,B,69.0,3.2,0.4,0.8,0.4,8.0,0.55275,https://images.openfoodfacts.org/images/products/761/090/026/0409/front_fr.8.400.jpg,3.0,emulsifier,fortification_claim,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
7610900129157,Yogourt banane,emmi,emmi,dairy-desserts,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Desserts lactés fermentés aux fruits,Yaourts,Yaourts aux fruits,Yaourts à la banane",Switzerland,4.0,C,92.0,2.8,1.7,13.0,12.0,3.0,0.08,https://images.openfoodfacts.org/images/products/761/090/012/9157/front_fr.6.400.jpg,3.0,starch,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
7610900045099,Yogourt Framboise,"emmi, cristallina",emmi,dairy-desserts,en:yogurts,"France,Germany,Switzerland",4.0,C,100.0,3.0,1.8,14.0,13.0,3.5,0.1,https://images.openfoodfacts.org/images/products/761/090/004/5099/front_fr.29.400.jpg,6.0,added_flavour|starch,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
7613100028855,Yogourt stracciatella Toni,"emmi,toni",emmi,dairy-desserts,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aromatisés",Switzerland,4.0,C,127.0,4.5,2.8,17.0,16.0,4.0,0.08,https://images.openfoodfacts.org/images/products/761/310/002/8855/front_fr.32.400.jpg,6.0,thickener|starch,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
7610900250233,Energy milk,emmi,emmi,dairy-desserts,"Produits laitiers, Desserts, Desserts lactés, Crèmes dessert, Crèmes dessert rayon frais, en:refrigerated-vanilla-puddings, en:vanilla-puddings",Switzerland,4.0,A,76.0,1.4,0.8,4.7,4.7,10.0,0.33,https://images.openfoodfacts.org/images/products/761/090/025/0233/front_fr.3.400.jpg,9.0,artificial_sweetener,,,1.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
7610900007172,Emmi Swiss Premium Mango Yogurt,emmi,emmi,dairy-desserts,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts, Low-fat yogurts",Singapore,4.0,C,95.0,1.5,0.9,16.0,15.0,4.0,0.1,https://images.openfoodfacts.org/images/products/761/090/000/7172/front_en.4.400.jpg,9.0,modified_starch|starch,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
7610900129546,"Früchte Quark, Himbeere",emmi,emmi,dairy-desserts,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts",France,4.0,C,111.0,2.5,1.5,15.0,14.0,7.0,0.08,https://images.openfoodfacts.org/images/products/761/090/012/9546/front_fr.12.400.jpg,12.0,maltodextrin|starch,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
8003938005668,Bontà Divina Profiteroles,"emmi, bontà divina",emmi,snacks,"Snacks, Snacks sucrés, Biscuits et gâteaux, Pâtisseries, Profiteroles",Switzerland,4.0,D,265.0,12.0,9.0,30.0,20.0,6.0,0.25,https://images.openfoodfacts.org/images/products/800/393/800/5668/front_fr.14.400.jpg,24.0,polyol_sweetener|thickener|glucose_syrup|starch,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:emmi
7640151712549,Lemon Cheese Cake,chiefs,chiefs,beverages,"Boissons, Produits laitiers, Boissons lactées, Laits, Laits aromatisés, Compléments alimentaires, Compléments pour le Bodybuilding, Milkshakes, Boisson protéinée",Switzerland,,NOT-APPLICABLE,54.0,1.2,0.8,2.8,2.8,7.9,0.1975,https://images.openfoodfacts.org/images/products/764/015/171/2549/front_fr.29.400.jpg,0.0,,protein_claim,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:chiefs
7640151710033,Vanilla Drive Milk Protein,chiefs,chiefs,beverages,"Boissons, Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Boissons lactées, Desserts lactés fermentés, Boissons fermentées, Yaourts, Boissons lactées fermentées, Yaourts à boire, Yaourts à boire sans sucres","France,Switzerland",4.0,C,53.6363636363636,1.21212121212121,0.696969696969697,2.78787878787879,2.78787878787879,7.87878787878788,0.0984848484848485,https://images.openfoodfacts.org/images/products/764/015/171/0033/front_fr.32.400.jpg,9.0,artificial_sweetener,,,1.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:chiefs
7640151713027,Protein Müesli Classic,chiefs,chiefs,dairy-desserts,"Milchprodukte, Fermentierte Lebensmittel, Desserts, Fermentierte Milch, Milchnachspeisen, en:Fermented dairy desserts, Joghurt, Joghurt mit Müsli",Switzerland,4.0,A,73.0,1.3,0.4,7.6,5.1,8.1,0.07,https://images.openfoodfacts.org/images/products/764/015/171/3027/front_de.12.400.jpg,9.0,artificial_sweetener,,,1.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:chiefs
7640151710750,Chiefs : Coffee County : Milk Protein : Caramel Macchiato,chiefs,chiefs,beverages,"Boissons et préparations de boissons, Boissons, Compléments alimentaires, Compléments pour le Bodybuilding, Boisson protéinée","France,Germany,Switzerland",4.0,NOT-APPLICABLE,49.9,1.1,0.7,2.3,2.3,7.7,0.14,https://images.openfoodfacts.org/images/products/764/015/171/0750/front_fr.11.400.jpg,9.0,artificial_sweetener,energy_claim,,1.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:chiefs
7640151710071,"Chiefs, Protein Bar, Crispy Cookie",chiefs,chiefs,snacks,"Snacks, Snacks sucrés, Barres, Compléments alimentaires, Compléments pour le Bodybuilding, Barres énergétiques, Barres protéinées, Barres énergétiques protéinées","Germany,Switzerland",4.0,NOT-APPLICABLE,372.727272727273,15.1,7.64,30.9,2.55090909090909,36.4,0.36,https://images.openfoodfacts.org/images/products/764/015/171/0071/front_en.39.400.jpg,12.0,artificial_sweetener|emulsifier,protein_claim,,1.0,0.0,1.0,0.0,0.0,1,tier1_named_brand:chiefs
7640151714765,Caramel City pouding,chiefs,chiefs,dairy-desserts,"Dairies, Desserts, Dairy desserts, Flans, en:puddings",Switzerland,4.0,A,72.5,1.5,1.1,4.9,4.9,10.0,0.34,https://images.openfoodfacts.org/images/products/764/015/171/4765/front_en.15.400.jpg,12.0,artificial_sweetener|colour,,,1.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:chiefs
7640151711344,Protein yogurt Moka,chiefs,chiefs,dairy-desserts,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts",Switzerland,4.0,A,55.0,0.3,0.1,3.0,2.5,10.0,0.1,https://images.openfoodfacts.org/images/products/764/015/171/1344/front_fr.4.400.jpg,15.0,artificial_sweetener|thickener|starch,,,1.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:chiefs
7640151710682,PROTEIN DRINK CAFÉ LATTE,chiefs,chiefs,beverages,"Beverages, Coffee drinks, de:proteindrink","France,Switzerland",4.0,C,50.0,1.1,0.7,2.3,2.3,7.7,0.16,https://images.openfoodfacts.org/images/products/764/015/171/0682/front_en.25.400.jpg,15.0,artificial_sweetener|added_flavour,energy_claim,,1.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:chiefs
7640151711351,Protein yogurt strawberry,chiefs,chiefs,dairy-desserts,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts",Switzerland,4.0,A,55.0,0.3,0.1,3.0,2.8,10.0,0.1,https://images.openfoodfacts.org/images/products/764/015/171/1351/front_fr.4.400.jpg,15.0,artificial_sweetener|starch|colour,,,1.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:chiefs
7640151710293,Chiefs Protein Milk - Coco Island,chiefs,chiefs,beverages,"Boissons,Produits laitiers,Laits","France,Switzerland",4.0,C,51.5,0.7,0.5,3.3,3.0,8.0,0.1,https://images.openfoodfacts.org/images/products/764/015/171/0293/front_fr.17.400.jpg,18.0,artificial_sweetener|thickener|colour|acid_regulator,,,1.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:chiefs
7640151710309,Chiefs Milk Protein Mango Avenue Mangue-Pomme-Fruit de la passion,chiefs,chiefs,beverages,"Dairies, Desserts, en:artificially-sweetened-beverages",Switzerland,4.0,B,41.8,0.6,0.4,2.1,1.8,7.0,0.09,https://images.openfoodfacts.org/images/products/764/015/171/0309/front_fr.20.400.jpg,18.0,artificial_sweetener|thickener|starch|acid_regulator,,,1.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:chiefs
7640151710019,Raspberry Falls,chiefs,chiefs,beverages,"Aliments et boissons à base de végétaux, Boissons, Produits laitiers, Boissons à base de végétaux, Boissons lactées, Boissons aux fruits, Boissons édulcorées","France,Switzerland",4.0,B,44.2,0.6,0.4,2.7,2.4,7.0,0.09,https://images.openfoodfacts.org/images/products/764/015/171/0019/front_fr.14.400.jpg,21.0,artificial_sweetener|thickener|starch|colour|acid_regulator,,,1.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:chiefs
7640151712969,Chiefs Protein Bar Strawberry,chiefs,chiefs,snacks,"Snacks,Dietary supplements,Bodybuilding supplements,Protein bars",Switzerland,4.0,NOT-APPLICABLE,363.0,14.0,6.9,30.0,2.7,37.0,0.33,https://images.openfoodfacts.org/images/products/764/015/171/2969/front_de.62.400.jpg,27.0,artificial_sweetener|emulsifier|refined_sugar|maltodextrin,protein_claim,,1.0,0.0,1.0,0.0,0.0,1,tier1_named_brand:chiefs
7640151713591,Protein bar double choc,chiefs,chiefs,snacks,"Snacks, Dietary supplements, Bodybuilding supplements, Protein bars, en:bars",Switzerland,4.0,NOT-APPLICABLE,365.0,14.0,7.27272727272727,30.9090909090909,2.72727272727273,36.3636363636364,0.818181818181817,https://images.openfoodfacts.org/images/products/764/015/171/3591/front_fr.3.400.jpg,27.0,artificial_sweetener|polyol_sweetener|emulsifier|added_flavour|starch|colour,protein_claim|fortification_claim,,1.0,0.0,1.0,0.0,0.0,1,tier1_named_brand:chiefs
10054156783,"pastèque, framboise, pomme & citron vert",innocent,innocent,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus multifruits, Jus de fruits frais, Jus multifruits frais",France,,E,41.0,0.0,0.0,10.0,10.0,0.0,0.0,https://images.openfoodfacts.org/images/products/001/005/415/6783/front_fr.4.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5038862002721,Innocent Super Smoothie - Exotic Energise,innocent,innocent,beverages,"Plant-based foods and beverages, Beverages, Plant-based beverages, Smoothies, Fruit smoothies",United Kingdom,1.0,E,47.0,0.01,0.0,11.0,9.9,0.28,0.0,https://images.openfoodfacts.org/images/products/503/886/200/2721/front_en.23.400.jpg,0.0,,fortification_claim,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5038862005494,Jucy Water Tropical,innocent,innocent,beverages,fruit based beverages,France,4.0,C,31.0,0.0,0.0,7.1,7.1,0.61,0.0,https://images.openfoodfacts.org/images/products/503/886/200/5494/front_fr.3.400.jpg,0.0,,fortification_claim,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5038862132305,"Apple, pear, cucumber, matcha",innocent,innocent,beverages,Vruchtensappen,"Belgium,France,Netherlands,World",1.0,C,40.0,0.0,0.0,10.0,9.0,0.0,0.0,https://images.openfoodfacts.org/images/products/503/886/213/2305/front_nl.31.400.jpg,0.0,,fortification_claim|adaptogen_claim,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5038862136075,Gazpacho,innocent,innocent,plant-based-foods,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Soupes de légumes, Soupes froides, Gaspacho","France,Switzerland",3.0,A,39.0,2.3,0.34,2.8,2.7,0.63,0.67,https://images.openfoodfacts.org/images/products/503/886/213/6075/front_fr.40.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5038862138048,Gazpacho jaune,innocent,innocent,plant-based-foods,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Soupes de légumes, Soupes froides, Gaspacho",France,3.0,A,39.0,1.7,0.24,4.1,3.9,0.67,0.65,https://images.openfoodfacts.org/images/products/503/886/213/8048/front_fr.4.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5038862230506,super smoothie TROPICAL DEFENCE,innocent,innocent,beverages,"Plant-based foods and beverages, Beverages, Plant-based beverages, Smoothies, en:fruit-smoothies",United Kingdom,4.0,C,47.0,0.32,0.21,11.0,10.0,0.0,0.0,https://images.openfoodfacts.org/images/products/503/886/223/0506/front_en.11.400.jpg,0.0,,fortification_claim,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5038862238625,Super Smoothie energise tropical,innocent,innocent,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Smoothies, Smoothies aux fruits",France,1.0,D,56.4,0.0,0.0,13.0,12.0,0.7,0.0,https://images.openfoodfacts.org/images/products/503/886/223/8625/front_fr.4.400.jpg,0.0,,fortification_claim,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5038862235235,Super smoothie Défense,innocent,innocent,beverages,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices, Multifruit juices, en:smoothies",France,4.0,C,57.0,0.7,0.5,12.0,10.0,0.0,0.1,https://images.openfoodfacts.org/images/products/503/886/223/5235/front_fr.51.400.jpg,0.0,,fortification_claim,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5038862237024,Smoothie fresa y plátano,innocent,innocent,beverages,"Alimentos y bebidas de origen vegetal,Bebidas,Bebidas de origen vegetal,Smoothies,Smoothies de fruta","Belgium,Spain",1.0,C,51.0,0.5,0.1,12.0,10.0,0.5,0.01,https://images.openfoodfacts.org/images/products/503/886/223/7024/front_es.27.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5038862238397,Innocent,innocent,innocent,beverages,Smoothies,United Kingdom,,E,45.0,0.5,0.1,11.0,11.0,0.5,0.1,https://images.openfoodfacts.org/images/products/503/886/223/8397/front_en.4.400.jpg,0.0,,adaptogen_claim,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5038862333566,Bubbles sparkling orange & lime,innocent,innocent,beverages,"Plant-based foods and beverages, Beverages, Plant-based beverages, Carbonated drinks, Fruit-based beverages, Sodas, Fruit sodas, Sweetened beverages",Unknown,4.0,C,,,,,,,,https://images.openfoodfacts.org/images/products/503/886/233/3566/front_en.7.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5038862437370,Smoothie sur,innocent,innocent,beverages,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Bebidas a base de frutas, Zumos y néctares, Zumos de frutas",Spain,1.0,C,41.0,0.5,0.1,10.0,9.3,0.5,0.01,https://images.openfoodfacts.org/images/products/503/886/243/7370/front_es.8.400.jpg,0.0,,fortification_claim|adaptogen_claim,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5038862936415,Amande 100% végétal,innocent,innocent,beverages,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Substituts de produits laitiers, Substituts du lait, Fruits à coques et dérivés, Boissons à base de végétaux, Boissons végétales, Boissons végétales de fruits à coque, Laits d'amande",France,3.0,B,32.0,2.8,0.21,0.5,0.5,1.4,0.07,https://images.openfoodfacts.org/images/products/503/886/293/6415/front_fr.3.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5038862003438,Innocent Juicy Water raspberry and blackcurrant,innocent,innocent,beverages,"Bottled sparkling water flavoured without sugar, en:waters","France,United Kingdom",4.0,B,21.0,0.0,0.0,4.5,4.5,0.82,0.0,https://images.openfoodfacts.org/images/products/503/886/200/3438/front_en.20.400.jpg,6.0,added_flavour,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:innocent
5060088700082,Peanut Butter Protein Bars,nākd,nakd,snacks,"Plant-based foods and beverages, Plant-based foods, Seafood, Fishes and their products, Snacks, Fishes, Sweet snacks, Nuts and their products, Bars, Lean fishes, Dietary supplements, Bass, Bodybuilding supplements, Nut bars, Peanut bars, en:energy-bars","Belgium,France,Switzerland,United Kingdom",4.0,NOT-APPLICABLE,443.0,21.9,3.9,39.3,26.8,17.4,0.38,https://images.openfoodfacts.org/images/products/506/008/870/0082/front_en.66.400.jpg,0.0,,protein_claim,,0.0,0.0,1.0,0.0,0.0,1,tier1_named_brand:nakd
5060088705148,Berry Delight Bars,nakd,nakd,snacks,"Snacks, Sweet snacks, Bars, Sladké svačiny, fr:barres-aux-fruits","Belgium,Czech Republic,France,Netherlands",4.0,D,380.0,12.0,2.2,57.0,48.0,6.7,0.02,https://images.openfoodfacts.org/images/products/506/008/870/5148/front_en.136.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:nakd
5060088707425,Lemon cake,nakd,nakd,snacks,"Snacks, Snacks sucrés, Barres, Biscuits et gâteaux, Gâteaux, Cakes aux fruits",Belgium,4.0,E,394.285714285714,15.4285714285714,6.57142857142857,51.7142857142857,50.5714285714286,6.0,0.285714285714286,https://images.openfoodfacts.org/images/products/506/008/870/7425/front_fr.4.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:nakd
5060088705964,naked,nakd,nakd,snacks,"Snacks, Snacks sucrés","Spain,World",4.0,D,379.0,15.7,10.0,50.0,47.8,5.9,0.2,https://images.openfoodfacts.org/images/products/506/008/870/5964/front_en.33.400.jpg,0.0,,,non_gmo,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:nakd
5060088707951,Barre de fruits & noix,nākd,nakd,snacks,"Snacks, Snacks sucrés, Barres, en:Wholefood bar, Surgelés","Denmark,France,United Kingdom",4.0,D,377.0,12.0,2.1,56.0,49.0,7.0,0.4325,https://images.openfoodfacts.org/images/products/506/008/870/7951/front_en.34.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:nakd
5060088700150,Naked raw fruit nut bar,nakd,nakd,snacks,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Energy bars, Raw fruit and nut bar, en:chocolate-candies",United Kingdom,4.0,NOT-APPLICABLE,393.333333333333,15.5555555555556,3.11111111111111,51.1111111111111,42.2222222222222,8.66666666666667,5.55556e-05,https://images.openfoodfacts.org/images/products/506/008/870/0150/front_en.25.400.jpg,6.0,added_flavour,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:nakd
5060088701447,Cocoa Orange,nakd,nakd,snacks,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Snacks, Sweet snacks, Fruits based foods, Nuts and their products, Fruits, Bars, Nut bars, fr:Barres aux fruits, en:chocolate-candies",United Kingdom,4.0,D,394.285714285714,15.4285714285714,3.14285714285714,51.4285714285714,42.8571428571429,8.57142857142857,0.03,https://images.openfoodfacts.org/images/products/506/008/870/1447/front_en.63.400.jpg,6.0,added_flavour,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:nakd
5060088704882,Berry Delight,nákd,nakd,snacks,"Snacks,Sweet snacks,Frozen foods,Bars,Cereal bars,Fruits cereal bars,fr:Barres de fruits & noix","Belgium,Czech Republic,France,Netherlands,United Kingdom",4.0,D,380.0,12.0,2.2,57.0,48.0,6.7,0.02,https://images.openfoodfacts.org/images/products/506/008/870/4882/front_en.6.400.jpg,6.0,added_flavour,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:nakd
5060088703885,raw fruit & nut bars,nākd,nakd,snacks,Bars,United Kingdom,4.0,D,397.142857142857,15.7142857142857,2.9,52.0,44.0,7.9,0.0285714285714286,https://images.openfoodfacts.org/images/products/506/008/870/3885/front_en.25.400.jpg,6.0,added_flavour,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:nakd
5060088703083,Cocoa Orange,nakd,nakd,snacks,"Snacks, Sweet snacks",United Kingdom,4.0,D,415.0,20.0,4.2,45.1,38.9,11.0,0.1,https://images.openfoodfacts.org/images/products/506/008/870/3083/front_fr.4.400.jpg,6.0,added_flavour,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:nakd
5060088707975,raw fruit & nut bars salted caramel,nākd,nakd,snacks,"Snacks,Sweet snacks,Bars,Nut bars,Cashew nut bars","Ireland,United Kingdom",4.0,D,382.857142857143,11.5,2.2,56.6,52.0,6.5,0.45,https://images.openfoodfacts.org/images/products/506/008/870/7975/front_en.22.400.jpg,6.0,added_flavour,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:nakd
5060088706107,,nakd,nakd,snacks,Bars,United Kingdom,4.0,D,312.0,6.5,0.9,55.4,43.9,6.0,0.1,https://images.openfoodfacts.org/images/products/506/008/870/6107/front_en.37.400.jpg,6.0,added_flavour,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:nakd
5060088707791,nākd. Blueberry Muffin,nākd,nakd,snacks,"Snacks, Sweet snacks, Bars, fr:Barres aux fruits",United Kingdom,3.0,D,371.0,13.0,2.0,54.3,52.0,7.1,0.1,https://images.openfoodfacts.org/images/products/506/008/870/7791/front_en.3.400.jpg,6.0,added_flavour,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:nakd
5060088700099,,nakd,nakd,snacks,"Snacks,Sweet snacks,Bars,Nut bars,Peanut bars,Date bars","Belgium,France,Spain,United Kingdom",4.0,C,420.0,21.9,3.9,39.3,26.8,17.4,0.3725,https://images.openfoodfacts.org/images/products/506/008/870/0099/front_en.41.400.jpg,6.0,added_flavour,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:nakd
5060088709559,Nákd strawberry muffin,nakd,nakd,snacks,"Snacks, Sweet snacks, Bars","Ireland,United States",3.0,C,318.0,4.3,1.9,61.7,47.9,3.5,0.05,https://images.openfoodfacts.org/images/products/506/008/870/9559/front_en.19.400.jpg,9.0,added_flavour|starch,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:nakd
8410297161957,AVENA ALMENDRAS,alpro,alpro,beverages,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Frutos de cáscara y derivados, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena, Mezclas de leches vegetales","France,Spain",4.0,B,23.0,1.0,0.1,2.4,1.8,0.4,0.11,https://images.openfoodfacts.org/images/products/841/029/716/1957/front_es.20.400.jpg,0.0,,fortification_claim,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:alpro
5411188137238,Barista organic oat,alpro,alpro,beverages,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Céréales et pommes de terre, Substituts de produits laitiers, Céréales et dérivés, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Boissons végétales de céréales, Boissons à l'avoine",France,4.0,UNKNOWN,47.0,1.3,0.5,8.1,3.9,0.3,,https://images.openfoodfacts.org/images/products/541/118/813/7238/front_fr.3.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:alpro
5411188128007,Caffè : Peruvian Coffee & Coconut Blend,alpro,alpro,beverages,"Boissons, Boissons sans alcool, Boissons au café, Cafés glacés, Boissons avec sucre ajouté","Belgium,France",4.0,C,34.0,1.1,0.9,4.9,4.9,0.2,0.14,https://images.openfoodfacts.org/images/products/541/118/812/8007/front_fr.4.400.jpg,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,tier1_named_brand:alpro
